"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LTU","HHDEBT","TOT","PC_NDI","A","2020",40.93576,
"LTU","HHDEBT","TOT","PC_NDI","A","2021",45.44381,
"RUS","HHDEBT","TOT","PC_NDI","A","2011",22.84296,
"RUS","HHDEBT","TOT","PC_NDI","A","2012",26.63504,
"RUS","HHDEBT","TOT","PC_NDI","A","2013",30.45344,
"RUS","HHDEBT","TOT","PC_NDI","A","2014",30.6166,
"RUS","HHDEBT","TOT","PC_NDI","A","2015",29.68735,
"RUS","HHDEBT","TOT","PC_NDI","A","2016",28.84127,
"RUS","HHDEBT","TOT","PC_NDI","A","2017",30.24627,
"RUS","HHDEBT","TOT","PC_NDI","A","2018",34.19798,
"RUS","HHDEBT","TOT","PC_NDI","A","2019",37.40924,
"NZL","HHDEBT","TOT","PC_NDI","A","2007",116.6522,
"NZL","HHDEBT","TOT","PC_NDI","A","2008",127.201,
"NZL","HHDEBT","TOT","PC_NDI","A","2009",121.6372,
"NZL","HHDEBT","TOT","PC_NDI","A","2010",119.0782,
"NZL","HHDEBT","TOT","PC_NDI","A","2011",113.9323,
"NZL","HHDEBT","TOT","PC_NDI","A","2012",114.6624,
"NZL","HHDEBT","TOT","PC_NDI","A","2013",114.6921,
"NZL","HHDEBT","TOT","PC_NDI","A","2014",118.3187,
"NZL","HHDEBT","TOT","PC_NDI","A","2016",117.3592,
"NZL","HHDEBT","TOT","PC_NDI","A","2017",119.6434,
"NZL","HHDEBT","TOT","PC_NDI","A","2018",118.7734,
"NZL","HHDEBT","TOT","PC_NDI","A","2019",118.3482,
"NZL","HHDEBT","TOT","PC_NDI","A","2020",116.4657,
"COL","HHDEBT","TOT","PC_NDI","A","2015",43.42916,
"COL","HHDEBT","TOT","PC_NDI","A","2016",44.86945,
"COL","HHDEBT","TOT","PC_NDI","A","2017",45.93954,
"COL","HHDEBT","TOT","PC_NDI","A","2018",46.38181,
"COL","HHDEBT","TOT","PC_NDI","A","2019",49.50161,
"COL","HHDEBT","TOT","PC_NDI","A","2020",51.7056,
